0019ED21	146AA63C	None	1
0019ED21	7EB5225E	None	2
003B933A	294FE23A	None	2
003B933A	7FAFD179	None	1
00404EAB	7850EF7D	032470B7	3
00404EAB	7941CAB0	032470B7	2
00404EAB	80A28B31	032470B7	4
00404EAB	813F8FD5	032470B7	1
00420497	7E52B319	4C5370B9	3
00420497	7E83493D	4C5370B9	1
00420497	80CCDC62	4C5370B9	4
00420497	8105DE2D	4D50973C	2
004C09C0	75309207	None	2
004C09C0	7A8808CB	None	3
004C09C0	80FEB02B	None	1
0079A41D	285C426B	None	1
0079A41D	7D75E422	None	2
00BF3764	79066D67	None	1
00BF3764	8503E130	None	2
00CAC87E	846084D8	None	1
00CE4F82	7A30F0C3	4D634C00	1
00E26DA5	14209561	None	2
00E26DA5	85ADBA17	None	1
010ED041	71F4B11E	None	4
010ED041	790C25E3	None	2
010ED041	7A4BB017	None	1
010ED041	7A7754D7	None	3
010ED041	80C8A062	None	5
0131A30F	77112B6C	None	1
0133FF05	12857062	None	1
0133FF05	135FEDAE	None	2
0133FF05	188B557A	None	3
013C3254	12857062	None	1
013C3254	135FEDAE	None	2
013C3254	188B557A	None	3
0140993A	0A46A038	None	1
0140993A	794BEA47	None	2
015C5D4C	75583808	None	2
015C5D4C	7D652D20	None	3
015C5D4C	85FDD55E	None	1
016554EE	0989E2F6	None	2
016554EE	4BCFF267	None	1
01817436	7812CCC4	07698D3B	1
01817436	7CDDE7E6	0298F6CF	2
01881E08	75CBECD9	335ED749	4
01881E08	767860DC	None	1
01881E08	7955B87B	335ED749	5
01881E08	7D8A2F1D	335ED749	3
01881E08	7DFE1110	335ED749	2
01992FDE	78125E38	4CE6FC2D	1
01A45A27	7EDAB80E	None	2
01A45A27	814DA0EC	None	1
01CE8F2B	285F7C76	None	5
01CE8F2B	54BC5876	None	4
01CE8F2B	755B6BCE	None	3
01CE8F2B	77789B73	None	1
01CE8F2B	7D815271	None	6
01CE8F2B	7EA331C0	None	2
01CE8F2B	809DE9A2	None	7
01CE8F2B	83F22CB2	None	8
01F82D0A	7662630E	None	5
01F82D0A	7AD8BE7E	None	3
01F82D0A	7F6A9FBE	None	2
01F82D0A	861F2B15	None	1
01F82D0A	86381DFF	None	4
021145AA	7583673F	None	1
021145AA	7C267C1C	None	2
0224450D	17A8A213	None	1
0224450D	7A8808CB	None	2
02387247	7E299945	None	1
02491F70	7BB77CB9	None	3
02491F70	7F48878A	None	2
02491F70	80389A9E	None	1
02A67BD5	7C7D1461	None	1
02A67BD5	7E98F775	None	2
02ADACF1	01DE22A8	None	3
02ADACF1	03E80959	None	1
02ADACF1	85D965A2	None	2
02E2E95F	02C273A4	01109E6D	1
02E2E95F	7550C5C8	01109E6D	3
02E2E95F	7675866F	01109E6D	2
02E2E95F	7C222F30	01109E6D	5
02E2E95F	815EF5E9	01109E6D	4
02FC381D	800EFE4D	None	2
02FC381D	82544036	None	1
02FC381D	83810BA6	None	3
032646A5	118B94D4	None	1
03276E4B	025E96E3	None	1
03276E4B	10FB2C8E	None	2
03276E4B	805BC96F	None	3
0364BAD3	7DE02C76	None	1
03763D12	135FEDAE	07F892EC	2
03B70BB5	79734997	04B01E55	1
03B70BB5	80B6D6F3	04B01E55	3
03B70BB5	810D328C	04B01E55	2
03EE201D	05800146	None	2
03EE201D	7A93CE6D	None	3
03EE201D	7B3A2030	None	1
03EE201D	7D3CE494	None	4
03EE201D	7D773AA8	None	5
03EE201D	7E118173	None	6
0428D04F	046347F4	None	1
0428D04F	825B8206	None	2
04561FB0	7544EEB6	None	2
04561FB0	86041291	None	1
045C1524	7EF67BA3	0477FFD3	2
045C1524	7F0345E1	0477FFD3	1
04683B2F	7B3378D4	0875EA92	1
04A75CAC	07B96C55	0477FFD3	4
04A75CAC	7686F4FC	0C01DCFD	5
04A75CAC	7D6FA52C	0477FFD3	1
04A75CAC	811DA56C	0477FFD3	3
04A75CAC	8153427C	0477FFD3	2
04B3C049	0F0A1D03	None	3
04B3C049	76B299C0	None	1
04B3C049	7F2DCB1C	None	2
04BBA199	7E511C5F	0AE9651A	3
04BBA199	7FA830F3	4CE6FC2D	2
04BBA199	801AD19D	0AE9651A	1
04CFF526	761C2AB7	0045D9F6	1
051657D0	4C261C44	None	1
051657D0	82DDE50E	None	2
055B1E72	8535926C	None	2
055B1E72	863EED4C	None	1
055DF04D	7C880A04	None	1
055DF04D	80D0D239	None	3
055DF04D	80EF24D5	None	2
0564BB5C	7AF932AF	None	2
0564BB5C	7B64ED4D	None	1
0564BB5C	7FCE5B06	None	3
056CEDC1	118C550E	None	1
056CEDC1	7E9D2F2F	None	2
056CEDC1	7F3F202B	None	3
056CEDC1	81371ED1	None	4
05787811	80EE45DA	None	1
05787811	82AD0E9A	None	2
059D641A	7532EDCA	None	1
059D641A	7DA7AEF6	None	2
05C0A425	198A0E1F	None	3
05C0A425	8512C3A1	None	2
05C0A425	85F6B95D	None	1
05DA3D56	74157DF7	06194FDE	4
05DA3D56	763E0DD1	06194FDE	2
05DA3D56	7F134F03	06194FDE	3
05DA3D56	811A8487	06194FDE	1
05E71E2D	819E7D5F	None	3
05E71E2D	81A3249F	None	1
05E71E2D	81DE4AD8	None	2
05FDFD8A	7FE35473	None	1
065240F7	284F3D47	None	1
06651686	196D9909	None	1
066B9CF7	147E24FE	None	1
066B9CF7	7EF098C4	None	3
066B9CF7	824C79D8	None	4
066B9CF7	85064DAF	None	2
06BCD202	29AB15D5	None	1
06C02A4B	2033A8CD	None	1
06F7CB19	7B4BFD0F	06D35AFB	1
06F7CB19	7D493587	06D35AFB	2
076A4C2E	7A846B86	4C462F03	1
076A4C2E	83BEA3E1	None	2
0775587D	81FBDA26	05E1B1D9	1
077612D0	7532EDCA	4C7A9B63	2
077612D0	7EF685A0	4C7A9B63	1
077DEC7B	72470B6A	007B93A0	2
077DEC7B	7D6CA609	022F9467	1
077DEC7B	7FA86F9E	4CE6FC2D	3
077DEC7B	811F6D98	022F9467	4
07817922	7B00A7D0	None	1
07817922	7BB77CB9	None	2
07817922	7E1181D9	None	3
07ACA3A2	7F5F8A60	03D00B37	1
081BF805	7F74F77B	None	1
086392D6	82A3A68D	None	1
0867B9D6	7B4C4903	None	1
0878E72B	7A5D8B2D	None	1
0878E72B	81671E42	None	2
0882DBD9	7F4CE9DB	None	2
0882DBD9	7FC0A3C2	None	1
089106AE	7DA7AEF6	005237C4	1
089AC393	80DEB807	None	1
08B24AAF	7CCB4775	None	1
08B24AAF	7F196CEE	None	2
08B552C9	7740DFD9	09299093	1
08B552C9	7E745D68	05282E0D	2
08B552C9	80DE24CC	05282E0D	3
08D02ABD	7D13659E	4CE6FC2D	2
08D02ABD	7D4B9B8D	4CE6FC2D	3
08D02ABD	7D70A551	4CE6FC2D	1
08E0E667	553F3FCF	4F2861B3	1
08E0E667	714109B5	4F2861B3	3
08E0E667	809DB30A	4F2861B3	2
08EDD5B2	8478ABCA	None	1
09020D3A	116E93F4	0368E8BE	3
09020D3A	73E072E1	0368E8BE	2
09020D3A	7FCB5BB6	0368E8BE	1
090D4166	12857062	None	3
090D4166	7CE7ACDE	None	5
090D4166	7D1EBBD3	None	2
090D4166	7E6949DD	None	4
090D4166	82E098F1	None	1
09221DE6	7935AD58	None	2
09221DE6	853F9FB6	None	1
09274292	7DC14F87	05C86094	1
09274292	7E094595	4C5370B9	3
09274292	800CD84F	05C86094	2
092BE59F	001F472E	None	2
092BE59F	7E1A4D4F	None	3
092BE59F	7E63B97C	None	1
0957E3BB	80AFD808	None	1
0957E3BB	836B1705	None	2
096BC37D	8535926C	None	1
096BC37D	863EED4C	None	2
097FE30C	7FCE93F1	None	1
09C2371A	11880E3B	099D876D	1
09C2371A	82C8A989	099D876D	2
09F47932	2A0FC38B	0229448F	1
0A088B47	06BB3AB6	None	1
0A3B279E	11454D61	None	1
0A3B279E	7B5DA7BC	None	2
0A4F52E6	775045AA	None	1
0A4F52E6	7D43F8E4	None	2
0A723D36	7BDDD9DF	0966B229	1
0A9394BB	796A399C	05282E0D	1
0A9394BB	7D2E78DF	05282E0D	4
0A9394BB	7F07FC09	05282E0D	5
0A9394BB	7F91262A	099D876D	2
0A9394BB	80BDF7D1	05282E0D	3
0A9A691B	7DD7BAD9	None	1
0AACC67E	769A3014	None	2
0AACC67E	7C382DF3	None	1
0AC6BE52	079D0CDB	None	1
0AEBFB27	7A76B9F8	05C86094	1
0AEBFB27	7DAADF92	05C86094	2
0AF21D16	7D1BF6D7	05B090CE	1
0AF21D16	7F2DCB1C	05B090CE	3
0AF21D16	8538D74C	05B090CE	2
0B040CB7	83AB29DD	4F8CCD61	1
0B179CCE	043F9922	None	2
0B179CCE	7C6127A4	None	1
0B2AD8DD	78E4A310	None	2
0B2AD8DD	7E811E4A	None	1
0B41A261	7FC14ACA	01776B6C	1
0B593E1F	7D85699E	0A2FAFA5	1
0B593E1F	7DD6C7AD	4EF77785	3
0B593E1F	7E6184C4	4EF77785	4
0B593E1F	7FFC4DA0	0A2FAFA5	2
0B59D9C3	7C6BD9A9	08BCC883	2
0B59D9C3	7D22CBB4	026020B1	1
0B5DB65F	7544EEB6	None	2
0B5DB65F	80702078	None	1
0B8CD9CD	7C40DCA6	None	1
0BA86CE1	02840405	None	3
0BA86CE1	10D01A01	None	1
0BA86CE1	7EBCD6BD	None	2
0BB5827D	04677524	None	3
0BB5827D	756D5165	None	1
0BB5827D	78E39B7F	None	6
0BB5827D	7AC5C38E	None	5
0BB5827D	7E07DC90	None	8
0BB5827D	7EA3D2C5	None	2
0BB5827D	7F00BA25	None	7
0BB5827D	82D5C7EF	None	4
0BC21CDC	7BDD6246	None	1
0BC21CDC	7EDECDA3	None	2
0BC97863	6E3F11B9	None	2
0BC97863	7E8029E8	None	3
0BC97863	7F4FD0E3	None	4
0BC97863	8009498B	None	1
0BDF3020	84045654	03D00B37	2
0BDF3020	85C1B56C	03D00B37	1
0BE421F5	76C3A28B	4EF77785	1
0BE421F5	7D9F2BD7	4EF77785	2
0BEC6921	03FACD46	None	2
0BEC6921	7FCDF857	None	1
0BEF539E	7D2CF196	4E6D7CF9	3
0BEF539E	8081912C	4E6D7CF9	1
0BEF539E	8123A609	4E6D7CF9	2
0C0ED831	07DD7925	None	1
0C0ED831	135FEDAE	None	2
0C0ED831	8172BC32	None	3
0C212D18	7EA9EFAA	044C0559	3
0C212D18	7FE0CA51	03D00B37	1
0C212D18	81192988	044C0559	2
0C2F4455	7D4F3EF6	None	2
0C2F4455	8042F2D0	None	3
0C2F4455	85587C8D	None	1
0EFFA441	7D98EADA	None	1
0FA4DE56	2A038321	4CE6FC2D	4
0FA4DE56	786D6EF2	4CE6FC2D	3
0FA4DE56	7F0CAD34	4CE6FC2D	2
0FA4DE56	8089FC85	4CE6FC2D	1
10D72A7D	023DAA19	None	1
1374D952	00B3EAB8	None	2
1374D952	7EEABCEB	None	3
1374D952	808ADBC8	None	1
13DFA56F	770B19DA	None	2
13DFA56F	7E63B97C	None	1
58331DDC	7F4266BC	None	1
58331DDC	7FBA9AAE	None	2
58331DDC	84FACDCC	None	3
584953A1	7D229CBB	0BF77E37	1
584953A1	7E52D700	0A97E0C1	4
584953A1	7F08E95B	0BF77E37	3
584953A1	847143F3	0BF77E37	2
584EE971	7F5F8A60	None	1
5859151D	800CD84F	05C86094	1
585D77D3	0E13D44F	None	2
585D77D3	7E88C142	None	3
585D77D3	83736823	None	1
58608B3E	0D96237C	None	3
58608B3E	7D4DD9D8	None	2
58608B3E	7FCA7DD5	None	4
58608B3E	85F6BBB3	None	1
5862283B	764DBF28	None	1
5866D921	7E6C288D	4FF45383	1
5866D921	7EA0B8C7	4FF45383	3
5866D921	7F75CF5C	4FF45383	2
5869082D	8013AEFA	None	1
586F2815	7E9130C1	005237C4	3
586F2815	7FFA0462	005237C4	2
586F2815	81194884	005237C4	1
586F2815	85ED8EFD	005237C4	4
58713DA5	0952BEA0	None	2
58713DA5	758EC809	None	3
58713DA5	80EACFC4	None	1
5875568E	7D5EE09E	None	1
5875568E	7F08F36E	None	2
587F577A	7E45E5A8	0875EA92	1
587FF480	2BB35BE2	4C462F03	1
588463FC	088904C9	None	2
