7CC0D6BA	191
8449A40C	203
811BEDEA	292
7F104804	172
7F1E58E4	196
801BA082	805
80F56278	324
811701D0	398
7BCFAAD5	261
80B71423	183
5BBEA9D8	288
80D15E62	164
7765CB5E	393
588AE2F3	159
76EAD42F	290
81024560	167
7E305D9D	166
7B3165A5	160
80670C04	258
7ED6BDD0	184
77A778B6	240
80602EF8	170
6CCE436E	259
75341564	239
7D4AE954	654
7EDA94D1	343
80F5C74B	281
7D4FE402	451
77DF51D6	295
7EECE01D	198
801181DB	320
810B1C2C	469
8119AA53	182
77B21218	182
7BA31A46	187
7E9441CC	304
813C4085	171
81293455	230
5C541F00	186
7D30BDA5	219
7F4F53AD	379
58DF6C1C	208
752762A3	175
86202647	241
7FEBE08F	159
7E325941	626
5A358CF2	174
5B3B07C5	257
817D9986	388
8129BCAE	161
7747B752	576
80ABD1E0	169
78F865C2	483
808539BD	478
7CCF980A	170
7AB99336	248
7F890578	232
7CEB5091	303
77051FAE	164
7ED253AE	423
809147A7	215
7256134C	191
7B48E7CC	151
5D98A9EC	293
79DC8285	195
7EA39B87	3601
59E7AF0F	188
8278F5D4	193
811B3396	211
815D6730	567
588463FC	513
80CDEDCE	588
7F6137CA	156
7C77BB31	164
7D94ABBC	203
785383C2	158
7D0C6432	332
7AC51FC0	151
78E0F768	238
81702E9A	201
7E95DA5C	204
811F42B7	538
7957939A	150
6EFBC452	187
80060D7C	2448
7D1E6537	161
7E354777	227
764B047A	164
7DEC3218	151
80D9F260	343
7983CDE6	167
08E0E667	242
7DDFDDA8	155
76D92E23	302
7D0CDD0F	645
7B95DB66	217
7F4FB7E9	408
7C2F56D6	380
7F2B7BFF	254
77FFD85A	160
7DE9912C	361
13DFA56F	4932
8146D5B2	623
7E43DF55	258
7DE3DED4	340
7CF78F74	192
7D71EC4A	246
7E3DE04C	1195
7C3F5E8C	168
8088DBFF	174
7EB0912A	173
7D52DE82	210
7E497753	159
5DB9C7E3	615
5AFF7B4C	211
7C109578	399
7EEA7369	247
5CE00218	298
7E5E772E	162
79FD891D	167
80339710	355
80BA3466	178
7EA63617	175
066B9CF7	243
711AFA48	173
5C814860	2340
77FC641C	624
7D2ADDA6	658
805499D4	987
7DFF5FA4	275
8121995D	454
80F3940A	171
5C917964	237
7B23142F	172
76FB0669	162
8064AEBD	270
7FB384A7	199
7BB36F4D	169
8102A449	279
5C82E13C	269
7DF38B13	278
7FF4AF60	176
8070CD73	289
7EA23ACD	206
7D98419F	236
80A297B3	244
81B9F116	405
5D6F3AAE	316
806DBDB2	162
0B040CB7	155
7D520407	163
7C40CD5F	199
82F97B21	318
7D72D45F	523
7B493024	444
7CEA5F57	258
5E1D5CD6	208
76BFD371	226
7F03D2A7	151
7C2DDB2F	194
7DD6B812	183
7DD1E78C	194
7E2A016B	273
80363E30	374
596B785E	157
81F3C990	162
7F67DA5B	361
7E45B831	156
7F1D48F5	178
8474A684	936
7EFA5320	164
5FD8E69B	212
813A4191	319
7E094AA3	151
811AA5A8	333
7EAB756C	273
7D93BBFE	647
7DB29B4D	150
7DA1184F	276
862E19AB	341
8031698D	414
7FFB9CBD	263
7FADA69B	232
7E32FEFE	197
7C473058	218
80826922	314
80A3AC95	159
7D39ED21	240
7C923F86	404
80DC835F	208
78517A5C	165
7FE99146	162
7FF81094	477
8167FA8C	251
7E01E723	329
7BF24040	250
79C73C85	2403
770435EE	934
815BD922	160
7F576B01	195
7DA8F192	165
801478AD	244
7EE5F9DD	150
75A5FE14	179
7FB4ADF1	159
7FD57843	201
09C2371A	165
788065B4	168
799A5A1E	179
7B6C0DBF	376
7ACD60FE	478
80F2492D	158
0BC97863	181
7D42660E	151
80D48349	814
7E3171F4	154
7C504F77	444
7E1DF84E	251
8060F165	155
7CD73954	210
755BB3CB	344
7FC587E5	163
6A92A490	1057
7FADD29A	419
7FC1B499	568
7E7A5930	3734
7DAB2144	203
813E8A28	1262
5D56F76C	262
79CD76E7	445
58608B3E	245
7D467E1D	1420
7E81A8E0	633
73A81DF5	312
807DB664	267
784AC224	201
594FAA24	160
7CCF8C9D	216
7FCAF5E9	1267
786F9DDB	455
7F8EEE4B	161
79BABCCB	2313
7B15399A	347
7F1166EE	2678
7E525725	155
7CF54F90	327
81089922	210
760C23DD	224
7F759EAF	191
8081B7EF	288
7F8D268F	393
58E9652D	318
80A8131B	251
7587F5D6	386
863D0905	166
7FFA26B8	150
7D144542	168
7CEE121E	362
6EA7CE69	180
7A7DBA33	195
7EB53C76	229
7FE88980	160
80FCD18B	198
7E28158C	511
7D4719E0	237
7CF933D0	380
7EBBA287	257
76E4582F	211
584EE971	172
7DAFCE96	188
8070C063	1514
7968A317	308
5BC433F3	237
7EEE6F74	180
7D0986BC	251
7D6444FA	182
78BEFBDF	159
7D634906	419
80590C32	234
7E259CEF	214
5C0DD793	190
7F1224B5	151
5C6169B2	204
5CBFD910	307
8135A69D	277
7F204042	194
7DA19E2F	1610
7DC5CD00	168
723CA48A	176
799D1003	203
7DE3BCB2	2917
78EABD34	210
7D064E5D	277
7B28E2D0	458
7E9B03D6	239
7E77AFFA	638
7965A8EC	163
77F6EA00	388
80FF3CF4	520
80F70E1D	335
807CB8DA	279
7E8F0359	317
75D0CDAD	330
7BD58D11	200
810B1C09	187
5D7EC0BB	183
7BDD8056	159
7B5CDE3D	422
5B5AF9A6	316
7DBC4169	558
7FD8E2AB	155
7F9E3655	157
7DD8D8BE	168
7B132B81	2799
7C0E0627	251
7FBE9111	174
7F73365E	386
81716031	200
7E87EDFA	298
7F342E7D	450
7FE717DF	165
7FB3BB85	157
776E1382	284
7F9F5FD9	177
7E463C7C	422
771875D5	255
810BEFA9	150
7FA5DDF4	243
7FE04186	434
5F8CABE0	321
80AB560D	641
7FB4D083	261
783FFAE0	160
76E49E2F	534
7D64471C	237
7D6BD0C6	515
77EB08E9	803
790395D2	234
814C662F	220
8019B062	182
7FAB5404	184
81C821FC	321
62365C51	1679
80836260	188
7EDA03A8	781
817CD7D0	303
7D988F84	252
8063C906	268
5E443119	154
7E21C221	208
7A71CE7F	231
7E7FAD45	313
814962BC	183
601053C5	438
759E83EF	156
7F8B3012	273
76E520BF	264
8100F1ED	267
7E82406F	2167
81F562D3	204
7F9CF036	197
7F2117CD	198
7E715D96	185
05C0A425	162
0C2F4455	192
79788719	206
763CADD4	171
802682ED	205
7C36BC98	771
7BBD61D0	500
7D1FEBF4	1880
7BD03A7B	175
5BE39803	227
7D43DF39	173
79C5203D	185
7D86BA1D	229
7E6BDF95	204
80DCF8AD	291
7DC5DDD5	797
81012E05	170
0AC6BE52	244
7E0A9CE0	270
77053D25	332
807C4C16	283
7D02A2F3	355
814F20FA	194
7BEC6FBD	214
7D0815D2	238
7F92ABE8	204
78B7E336	151
7C4145DE	1254
7FEC4901	178
76309ACA	574
0775587D	402
8003918A	1050
7D3C003A	158
8452D805	214
6D3A41D0	265
75B67380	178
7DFEEBD6	489
7EE96F12	203
7FE1A45C	154
78867C0B	209
5D552E33	266
804DBA31	248
80F3247F	271
0364BAD3	163
7F6580C0	698
6E40A1A0	651
7E9976CF	264
7980803C	171
7CA0ED0F	165
7B6DCC72	424
796BC8FE	212
77E60313	246
75DA5F6F	189
5F269B1D	198
0AF21D16	696
7FEECB8F	168
7E25D828	359
7F3C153A	366
7D31A96C	782
7FAF5BD7	171
806B02E7	295
77D6B27B	275
764806E2	368
7F528369	679
84B64AA0	151
7DA45C9E	152
7DA5E4CB	173
80F6DC32	188
7D0B97A2	473
8075D723	159
7ADD942E	180
80574CC0	406
7E3BD26A	435
81301DE5	330
7F666658	225
7E1CF5F6	153
7C55ADC9	627
811F079D	180
7E836600	1057
7C54A6EB	159
787D3E7A	172
816D6E50	191
79D3F850	530
7CD26196	291
832589BA	236
7DC5BF29	174
6A8B17A8	247
7D64AA08	249
75330E6D	418
75613ED8	292
813E5845	163
80E2A9CF	383
7D39E208	255
7C55E7CA	211
7D053437	233
7A3EE770	273
75241E97	302
75E0C9C9	164
7D65053B	168
812142E3	663
09274292	167
8101817C	283
7D391706	183
8422FA39	198
7E149553	167
80745098	1453
7C6E718B	327
6D461F01	166
75F0258A	206
7FC7E9D7	284
7FF65EF3	162
781D5C6B	256
7DAB3009	196
80DD4372	319
812EDCAF	185
752A42F5	1018
80625387	182
5FB5A645	154
6D809E06	196
7559F4D9	175
80925941	190
7E6B094E	196
8037B9F6	1253
7D225E67	156
771ACBAD	253
7D14D513	168
801AFCA6	164
7E8E18E4	183
81785664	220
757A3C57	179
7F28B09E	408
75FB5F0D	461
782CDEE3	601
782E1ECE	240
79DE1E2B	195
787F6788	308
7F6AB2B8	391
7F8424EC	174
7AD076BB	254
7E73C7B0	224
7D89A42A	862
7E29DB93	290
7882CE72	173
5D5EE321	159
7E7F6615	191
7E4C2DB5	184
8150D0EB	210
7E1981C9	164
7ED36E53	233
7FA8130C	158
5A19575B	230
8161ED42	449
77F68273	264
7B8C5566	937
7DE9FB29	211
7EF98EE7	171
80A29FCA	196
76E9551E	182
6B8EDB79	528
80F09C60	174
5DE9BA8B	186
7869007A	211
810FF692	834
78AFF56E	290
7BFE5139	168
6250D408	248
80272380	212
80530CCD	391
7F9375A5	155
04BBA199	172
811A1B11	164
78B1BE1F	152
81C8C3E5	264
7B3A2D4F	203
80629351	191
7FB3C5B5	196
810184A8	155
7E4AC1B0	188
7E2C1E45	163
7FE8B512	154
7D95082D	154
7F590CD7	1014
7636C9DB	204
01A45A27	216
7CFB4191	171
7F2147FD	155
800BB7FC	2652
7D1B3755	685
80209BB4	241
810A808A	150
7D987C1F	166
7CA84199	181
003B933A	262
78037E3E	326
7E216BC5	169
81266174	520
7EEFB333	2123
7F63C633	348
7DFB378C	325
7D680F4D	191
7BDC7ED8	198
7D222B3E	253
7D97A93B	185
768AF000	157
7E3EA044	194
808F53AD	400
7E899C65	183
808038DD	172
81742B82	225
5D3560AB	175
594E7F44	576
7DAE93A4	319
7D844720	364
7DF9E9E9	200
7FD9A869	194
7B34E4D8	153
5C75952A	249
7AC8E214	260
63ABB5F0	751
7D578E76	313
7DD298CE	333
776E2648	174
81DA78BC	485
7697AAAD	1509
7E03F745	370
80DACB1A	322
7DCD2506	225
7D4C83A6	178
58B31F35	154
7A2DC424	272
0BA86CE1	152
80F44DE7	155
5A70E6C8	173
5F947747	483
7AB86180	360
80683D9E	199
766011FA	256
7EF24982	878
7E7E6955	295
7B8B48B4	576
7E293DA4	856
76CC8B07	187
80C8C832	890
7F8753D2	272
7DDC4292	468
7D68DB4B	516
8010DDE8	188
69481797	789
7F2BDF0C	176
7D8F640D	297
7EA14A21	839
7DB92684	240
81CAD988	405
75DA762C	180
7C278E22	333
7F806204	224
70083A04	741
02491F70	165
7EC33689	204
60957EAF	541
7A44C01F	184
843FE9C1	391
7669251E	162
7D107DC1	209
58EBB7E7	295
7FF6360F	3470
7E34568E	964
7E9D7C80	457
754C87CA	760
7D765B61	205
7FA6B377	489
7802BB5C	164
75790C12	176
774189B7	216
7D3945AA	230
79C9B3A3	154
5F38683E	171
77FD5D1A	272
803A6494	193
7F2786A9	242
7D08900A	195
75766284	178
7E9234CD	236
7FE0E9FA	228
7D46EA61	387
7E8BC1BF	175
5891F822	417
7F05CBA9	1424
808AC408	169
8084CCE1	4184
6A886314	2431
85C31032	211
76C8814C	417
7E914817	215
81C36967	217
7EF512A4	352
7FC7AE3C	207
7F9E6C52	293
7E992AA0	242
817206ED	196
7807C153	271
5C913101	584
5AE9252B	153
7EFF0829	187
7F3E27B7	183
7E5FEE85	244
7E7B912E	298
7E5EC0B9	174
7CD35297	253
7FBF1715	943
7EF801CD	521
7F621B42	199
7EE53E4B	191
7B9D467A	191
79F2539C	260
74A010A3	200
7BBE600D	435
7656889F	304
7B6CFED1	391
7D320798	784
7DF1D889	313
7CC79A41	180
819885EB	158
7DC3356F	178
7A4492D8	289
7D6C5F76	229
81698A92	151
808372A3	285
7726E92F	264
76427E84	310
7699B137	486
80DEAD27	920
78690A9E	590
7FADECE9	251
7A3C1258	177
7DE3538E	291
755C1FC9	157
77C22B84	191
05787811	321
815A72C2	914
80478528	164
5FAC2280	217
81E3E223	213
802CB064	1661
81151D08	191
7D391C2E	202
7896C53A	300
807AF217	155
601DA7AF	234
04683B2F	171
7E539FC1	208
76AE9912	234
80399C01	385
7F6C5C35	154
7EE85AF4	164
75C9080C	402
7FDB78C9	374
7D30E906	152
7F972A06	287
79260B73	160
7CF90E27	167
7B886D8E	170
7E13BEC8	153
7546F002	538
807CC01C	822
798EA2CE	236
795968EF	171
7F478623	212
7E177952	308
5D5901B5	464
861FB934	2164
7A02AC09	611
7EB62137	178
7A91F99C	196
80B52175	164
794827F5	252
80BA3672	375
7E1BFC9D	479
5CED5F34	344
8040338E	234
8623611E	172
75C463D0	174
7F812D73	270
7E65981A	218
77E0EF7E	284
7F6C08CA	277
79BFE766	356
7688F12E	336
80A853E8	564
7D5CE4AD	629
789AC20A	154
80DF096E	319
756D2D86	240
76280315	272
7E4C3A1D	173
77FEF789	157
78AAF8E1	237
81684BE4	185
8152E3BD	556
7F2D4EE8	211
7DCAC7DD	396
5CB759B9	263
76D7862B	632
5E3D27A2	369
7F5A0FC8	168
7AC78107	319
7B26408C	220
7DC55D86	311
8034BEA2	475
5F34F260	394
7F2DB25C	303
7ED2184D	214
809CE1BA	185
81B559E7	208
7733A83C	389
811B7FAD	159
7F1545FF	159
80D18467	559
79B6FD8A	265
7673602A	233
814D7316	370
7EF673EB	222
7E3AC735	549
78134C39	305
7FDC2056	362
80FE4D16	151
804C4CA3	223
802BCFF1	156
80238EB2	278
7E6DEC79	357
80564684	363
8092204D	472
78D8C0AE	1325
8096F811	193
81A99AAC	172
7DD38AFA	328
598664E9	300
7FC14BE3	399
76DFF7EB	537
7FBD396C	324
7E246B61	441
78031B57	601
7D8D4495	168
80551A5C	253
7E91D885	232
797A89AF	194
76320AF4	202
7EE843D4	204
7DA7EFDC	950
7F1ADD89	306
7D1286E9	158
7F899464	167
76E6BF79	381
80AAE70C	389
5C0297B4	152
76D8646A	257
7D008035	181
75B99EDB	262
7D6388BD	209
7B33F3C9	324
7DC01D61	258
7F90CDDE	154
765FC3A5	183
58BD6DE8	307
7D9A8AC7	240
77A3D330	151
7FCDA0AF	964
7C6970F6	389
7DA86887	230
7BB49CF5	300
8115EE1C	1072
7E2FBEA0	154
76535C67	212
79A56CBB	1280
776FC4FF	161
81889984	2243
7BC1A0BE	235
80097FB3	263
7FB4AE21	295
7FACD4F4	150
5F2E9314	301
7EE9CC17	281
7FCED72A	311
7D246846	202
7A060BF4	168
5F7DEEBC	424
7E85B0FE	171
58F7ACD6	198
798D4ADB	175
7988BFF9	200
7EB36411	266
800140A9	167
7B311752	216
7C8DC9B7	164
80269A77	327
7B63BFFC	172
5A1F8756	253
80E10BE2	179
7DEACCB6	774
0224450D	165
7E9251F7	171
7E8C2D6A	255
7EC1BFAC	298
7CF6BA91	243
7FBE48B2	215
8633F7EB	204
7D2D6CDC	583
7EA91922	395
7FA7B1A1	296
7054D090	546
7D6B1697	172
7EFFDF87	303
7E9C2C61	611
800702EB	225
815A8257	166
7ED76C25	168
7ECA2854	161
7A35675C	219
7F1F0DC6	164
7D6BB293	225
7E7A0AC6	1529
7DD34A58	423
7E92FC9F	475
7B80E9FE	253
78283051	174
79792E98	314
7734E4D4	171
79C3CD08	157
7D379B11	1189
5D6387A2	287
7F501EAC	617
7A2F851B	329
80C79DEF	336
7FDB31C0	1575
7FEE4029	207
7F43B297	334
7E4B84E2	188
7F57A85D	177
7C77F3CA	284
77A6B8EC	313
75EE664A	181
80E9B5C8	203
7C59B956	205
7AFB0EA5	614
7E7784CA	389
00420497	162
7720C383	154
7BB24653	162
7511AD3A	181
7FAE6741	309
76862B99	201
7E350698	171
80D5C805	160
7DDCB494	391
7BF72FD1	562
7D2949CE	180
80A1AA6F	151
80E03A40	182
7DF0F3C3	467
7DE4D2F6	233
5B0F5E42	188
7EC74B49	233
80E33D70	402
6A8BC58C	403
7D72C8B6	821
787099D0	219
70339BAB	262
8040A568	280
8014A7A3	202
7EB887FB	365
5EBE998E	441
7EBE10BE	172
7E83BDD3	211
803F7FA6	166
78329299	295
77A75DC7	336
7E3CD98E	365
7F22CE30	337
77A3EEAF	151
7F3AD97E	260
7FD69E59	172
7E713DB3	393
7B31877B	760
5AAE333A	209
590B02BF	233
7DB54CEE	280
7D2D2480	162
81A117FD	199
7D67CF56	619
7F7ACEF5	769
7FD2302A	242
7B0733FA	207
775E80F6	160
76957503	660
5FC15A11	198
75F53B62	284
7CAD0089	204
807AF51D	159
7E7BF489	204
7FE87E85	180
5AD185B2	206
7F3CCE26	354
7CF0BE22	621
7DB2B0B4	382
6DC4C8B4	178
7D27CD5C	162
80CE91A1	163
7B92AEA3	457
7CA77380	313
7ECB95BB	2043
7F75D571	167
7B0EFA3C	225
7B95CFCB	299
79FC3FBE	163
7AE26D68	274
7DD4C5BB	279
81D32520	537
00E26DA5	193
78B509F0	309
7E88B94C	314
75E8C240	254
75DEE19F	160
818D5AC6	277
76EBEEE4	401
80DDEE95	184
5ADFDE92	180
7F71C43E	1357
768C9F79	278
76CFA179	271
7E1C6E8D	440
5C532F8C	229
756D6331	164
7F0C149D	186
7E5DEB2E	230
7DAA3E4F	1127
85F43BCF	200
58E7EA0A	242
7CE25176	486
7B38E6A2	205
805300CF	161
7F9C141C	310
803CDEA0	157
78809A1D	214
7FA3C2C6	158
7E568787	163
5A574758	157
790C980B	203
7E12AF54	852
65F7BD0F	540
7EA28A4E	151
810E7C50	439
7DC24A74	796
796D5E3B	243
77C23824	251
7ACC689A	292
80EF4E32	1064
742675F6	199
5E9EC4FD	159
6220389E	587
80D3FC12	166
5CFB73B0	205
7D044740	262
7A061E69	1858
7938A51E	252
6226C462	255
82EC8D2B	427
785B8729	155
67E36EB4	234
788FA18F	160
7D10C394	619
7FABA1B1	224
7FA112BA	323
8030A62D	225
7912C6D3	153
81AA19F3	160
8096C459	200
7D594CAA	537
7693D3A2	413
792647DE	523
7E027F32	443
7610A249	205
7F2C562D	222
801E31D3	263
76504620	230
5C36F4D8	183
5FA737F3	158
7E8090D0	236
80A755A3	181
80FD1A17	188
75CDF4E8	161
5F655352	558
7FB43E27	173
7FEC0297	165
7D3D300D	188
7FE3F5D5	182
5F6C7513	161
7F056ED8	305
775FDFC8	207
7EB72193	174
7890D699	346
77935F74	233
7E05B4F8	464
7D5D0C71	512
77BD5570	1959
805775E1	232
092BE59F	150
7EF17DB8	179
80FF0812	206
806A630A	1370
80EA047D	191
7D674242	234
80E1D98E	480
7AD937E3	200
7D62E4ED	329
7AE4E1EC	1672
7F88082A	383
75270A5F	391
803A1621	798
7D5511CE	1671
80C84B8E	157
7E364B42	229
7ADA991E	364
5E48D37B	161
808D105A	968
7F39938F	305
7F354641	200
7D5568E9	251
7F69B2F4	282
77F30F09	218
62F3A0CA	432
7FD16B2E	163
808A043B	161
800853F4	172
800A63C9	280
5C0537BF	450
754032E5	353
7C551697	157
80D3782F	659
78093B96	204
7C2D8785	207
7BDBE07E	264
7C2CC3F3	190
7D6A6B3C	1404
80D63737	166
0BE421F5	176
00404EAB	275
7629547B	170
7F26E2C0	260
7DEDB8F3	184
7E340B5B	605
5BD22FE3	177
5F1667CA	238
81EE8C9C	358
5EA2A79E	271
800C5759	244
7D71AE98	415
7BFC75E1	593
80FF48FF	232
783A9056	495
58713DA5	167
7DC1F5FF	1077
7B6D7831	360
8098DC41	351
7D134BC2	168
7D78573D	156
80680992	224
809D89AD	180
7EAF5CD2	160
7C54E0A8	1315
7F79A164	175
8030B86A	1048
7D73616B	252
7B0B9E7F	762
7CFAD2E1	175
7E92C206	152
7CE4C917	192
7F73C514	739
7FAC27C8	191
5B695CB5	151
75ABC020	552
81907F74	150
59D88BDB	345
59158BC9	168
07ACA3A2	245
77871BBA	189
67CD9C6F	292
7DFF2329	244
80889E1B	252
7DBFCF6D	393
78394462	231
5E2DA586	171
7765233D	282
7D6748E3	322
7B75981A	286
85CE6189	285
776794C7	290
786C0F3D	243
7DCE86B4	155
5F6B049B	247
7EDFA1E1	174
7E0845DB	154
7B040B8A	438
8022B00B	170
7D013394	166
7BB8681F	339
7C9F8F2A	213
8123BD45	227
7E91E8D9	210
7D066091	155
02E2E95F	206
805C2B7E	171
80596CD7	428
7E38E7BF	235
7ED2DC68	499
8018C870	196
7FDD76AB	540
5C593A77	216
7798F988	174
0AACC67E	254
7E7D3CA8	417
5A948626	246
7F37528F	428
7F05254C	206
7DADEBA3	286
81AE9966	156
7D771105	167
760B4D35	574
0A4F52E6	179
80680376	390
097FE30C	612
7F545F2E	350
7F667474	182
7587F9A1	235
7FA34075	231
7D71FB47	203
80B70490	189
7F45DECB	1121
786A61EA	195
7F1DD39C	760
7FAE4430	421
80C92D78	750
78BB93F2	188
7FBCBD69	593
6428C27D	2646
7A0630AF	593
7DEAFFD2	275
806553AE	568
7E53D12F	436
7FFD2D64	202
5F73F8EC	163
7E6EB523	221
813C0DEB	417
7D8ADF97	176
7F37B1B4	720
7B78533D	287
80C6CCC7	153
7F8BEA4A	262
7D9D6097	647
80BE25D8	394
7EED66DF	217
78AEBE6E	150
7E117032	164
7DCA6B60	188
81017ABC	368
83E037E8	472
5BFD6FC8	211
7E61A809	176
7EA1DCA7	248
799E13B1	293
6E000205	171
7E66A25E	174
7D8EFAAA	235
5BF76CE5	496
814DAB6E	362
7B3C033A	255
7C36E842	209
75E26C7F	176
7DE2FB64	176
770D8696	175
7E23B526	2037
5C024721	161
7B6750C7	154
7DCC8CAB	276
7DA73FFA	237
7B2582E5	327
7CF2F2B2	271
58C64DAE	404
7DF653F5	176
7E9AEB20	155
75961764	426
78E2BDBA	353
7A3B08AD	208
7F84A5C0	246
83F5F9DB	256
797CEEA4	219
7E58B497	238
5FADAAF9	157
810FD79E	205
7DC4F9BF	151
7D3F4C31	201
7E8B735E	187
78AF4857	193
7E7ABD09	248
7DB0AC3D	154
81117B18	154
7B41D457	212
7911019C	214
8031AE50	273
7EA3B746	254
7EC1FA35	155
5EFDF882	170
836E1E37	217
816487EA	160
7DF03CE5	268
638E3238	1480
81114F6C	214
7D224D17	199
7EA7CC80	630
7D576C13	588
5BBD93D6	196
66223ED7	489
80222620	490
7FA42A15	218
7D9C65A4	207
75F0423C	317
7F7F2CE9	173
799DA595	284
8150BAE6	1026
7DD8D58D	178
59BB0793	168
58BE5B3C	201
7816DD21	922
60836E4F	865
6CBFF225	170
7F824541	262
5EEFFAC5	299
81307293	410
759A6AA8	434
7DA1A4C1	2331
7F240FF0	987
7737D9FB	153
7BEFDF45	258
7EEA4197	587
79E4A379	175
809CC8B0	711
7DB72538	270
7D7898EC	262
7B8A28D1	236
779F3218	215
71BDA3C9	155
7FBCEB56	308
7F6B5077	187
5BF85B7E	241
81C288C2	250
7F662944	1166
7EDA15F7	221
7DDE1DBD	458
81309EDF	2239
7D2702F8	285
763CB7AB	296
76453A6E	341
812AE8B3	320
75A47559	447
7B0E1D6C	178
8008290D	248
79B17C36	218
7F188B1C	337
7E8B78CB	252
7ECC3EF1	577
8036DA40	299
65DFA429	160
7CD6E532	200
7E879D7D	269
6678B2D0	209
7F554D80	268
78E16181	196
81008D6D	187
7840F0A0	316
7E066ADC	179
7D83942E	424
7F1F6723	266
7FB3A695	164
641D5808	3408
7D86CF67	329
7DAF404D	325
76D7F9A5	213
7C9E7E91	327
76DA5F84	277
79EE2A68	277
7EB34FF5	444
60975614	515
7F493B26	1596
00BF3764	873
5E2516ED	232
7F9ED8EA	269
7DA46B9C	272
7AEBC021	376
7E62345B	175
6EF25DA4	579
7EA358F0	245
7A7B596C	167
80D95160	359
7E208230	184
58FC78B9	186
5C86D28E	639
7E87FF74	438
7DC5A188	253
75C60FF2	313
77260DB5	254
801DB01A	217
80AA7861	161
7ECCB86D	202
7F3FE67D	308
8083BB2A	234
812672D2	186
7FBB8159	154
7CF32336	166
