0000E336	0271BC14	1.0
0000E336	0304C748	0.639508639944
0000E336	0724DFBA	0.366179227299
0000E336	093C4716	0.633820772701
0000E336	0BAE5A45	0.360491360056
0001C739	048A0B89	0.452931989012
0001C739	07369583	1.0
0001C739	0895A350	0.353616005956
0001C739	08974DB8	0.646383994044
0001C739	0BE4BA29	0.547068010988
0003210C	0026836A	1.0
0003210C	003EAE6E	0.381136973544
0003210C	0205A1DB	1.0
0003210C	07BC50F7	0.618863026456
0004C188	00AE2819	1.0
0004C188	017B50D4	0.409496060969
0004C188	0205A1DB	0.294164361502
0004C188	0271BC14	0.705835638498
0004C188	08DDF80C	0.590503939031
00053C32	01E7DD16	0.509466317437
00053C32	0636FF17	1.0
00053C32	0720F17D	0.490533682563
0005E1CD	00F03FC7	1.0
0005E1CD	08414BD0	0.491722486388
0005E1CD	0AC5FBE2	0.508277513612
00067658	0326915B	1.0
00067658	0720F17D	0.5
00067658	073B64E4	0.4111928408
00067658	07982D63	0.5888071592
00067658	08CF176F	0.5
00077628	00509EFA	0.5
00077628	0271BC14	0.293515836481
00077628	06E88D7C	1.0
00077628	07982D63	0.706484163519
00077628	084656E4	0.5
000957FE	0175395D	1.0
000957FE	048A0B89	0.354907620222
000957FE	0720F17D	0.645092379778
000957FE	07982D63	1.0
000A3458	0205A1DB	0.569670414092
000A3458	07982D63	0.430329585908
000A5B37	0461499B	1.0
000A5B37	0895A350	1.0
000B4A2A	0271BC14	1.0
000B4A2A	0724DFBA	0.674445794779
000B4A2A	0765A2E4	0.325554205221
000C1E3F	0271BC14	1.0
000C1E3F	06ABC255	1.0
000C1E3F	07369583	0.647898092993
000D0A83	0271BC14	1.0
000D0A83	08F85F23	1.0
000D0A83	0BE20181	1.0
000F6909	0271BC14	1.0
000F6909	06ABC255	0.5
000FDD8B	00F03FC7	0.33209132657
000FDD8B	065808E3	1.0
000FDD8B	0895A350	0.291553397325
000FDD8B	09ACE10E	0.376355276105
0010354C	017BCD20	0.595861843006
0010354C	06A3593B	0.404138156994
0010354C	073B64E4	1.0
0011E854	0205A1DB	0.537034446028
0011E854	0271BC14	0.462965553972
0011E854	064E5072	0.590897672062
0011E854	0BABCAD2	1.0
0011E854	0C2DB2A7	0.409102327938
00137C13	073B64E4	1.0
0013EE4C	00AE2819	0.489161813736
0013EE4C	04984686	0.510838186264
001692FF	05B091C0	0.405029146897
001692FF	0796A60A	0.314382407764
001692FF	0895A350	0.280588445339
001692FF	09F3924D	1.0
0017A3BE	00137C13	0.454655147113
0017A3BE	01A5BAF5	1.0
0017A3BE	03BBF5FD	0.545344852887
001873E2	007E3B49	1.0
001873E2	0205A1DB	0.5
001873E2	064E5072	1.0
001873E2	09ACE10E	0.5
0019729E	0AAB07DF	1.0
00197524	0271BC14	0.624763516173
00197524	04984686	0.660291223212
00197524	0720F17D	0.339708776788
00197524	07982D63	0.375236483827
00198E5C	0026836A	1.0
00198E5C	0205A1DB	1.0
00198E5C	07BC50F7	1.0
0019F5F0	027F4522	1.0
0019F5F0	08473A1E	0.672751781412
0019F5F0	0895A350	0.327248218588
001B5F56	0271BC14	1.0
001B5F56	04F6CF02	1.0
001B5F56	06ABC255	0.342265641829
001B5F56	0A590CEF	0.657734358171
001C6BFA	04497984	1.0
001F196A	00F03FC7	1.0
001F196A	0A1E571C	0.583537745792
001F196A	0B36E8B3	0.416462254208
001FCFE0	02922BB4	0.353209948029
