069C9607	01DCF91B	1.0
09944C1A	024DC8C8	0.484348961378851
070833B2	064E5072	0.6471996737099492
1F60C3F9	07108A62	0.3913924107541127
01A22C1C	01E7DD16	1.0
09C3EC5D	077BFB2F	0.5
043E4DB3	1F1A457A	1.0
0965AFE9	0271BC14	1.0
0414DDF2	0826DA74	0.3578852369696132
0B6884C7	078EB9BF	0.5728183466147767
059458D1	07BC50F7	0.5318999892641115
01A52D26	09ACCB7D	0.5
06AB0EB1	0271BC14	1.0
09A5341D	0271BC14	0.5
020BF9EF	09ACCB7D	1.0
01574794	08473A1E	0.250689631541582
07C9888F	064E5072	1.0
020FFE00	064E5072	1.0
0048E6C0	0271BC14	1.0
061C52D4	07DAA7F3	0.3440736072700658
0238D833	0BE20181	0.5318357698365739
04C96ED8	002A39F6	0.42683987198360035
0145995E	0189D6E8	1.0
02A9ED77	0AE21B54	0.6347793423172474
08D4FCE9	0271BC14	1.0
0AA36835	05424A12	0.5643315156166099
0133A61F	0271BC14	1.0
0ACC1EAB	064E5072	0.6611058116072255
08651A3C	099D42EF	0.42785683454908274
05D7EA02	0271BC14	0.3530001239643782
0C1CEC10	0BE20181	0.566750751676033
02F8F5BF	0026836A	0.5240256580985083
09F61B6E	03E38E86	0.5549543341769083
04257172	08473A1E	0.37304219566986785
0432D821	07B3E60C	1.0
0164BD30	0205A1DB	0.6108867577109643
03431926	08F85F23	0.6356745041483766
07E6D9ED	0205A1DB	1.0
040DC062	0026836A	1.0
03E35F3C	0720F17D	0.5947297234002363
0558F468	08ED7E6D	0.33986585454340223
07C2747D	08DDF80C	0.4221877631242778
0362B382	07C17D18	1.0
0BF7333F	0064C533	0.652998763414357
073C0CAC	08473A1E	0.6136063501442315
00053C32	01E7DD16	0.5094663174367687
088012C6	0205A1DB	1.0
086B26B6	01E7DD16	0.5164438184243413
09A47029	0271BC14	1.0
06FD1CE4	0205A1DB	1.0
0B27F053	0205A1DB	0.365997753653167
03E5EA24	1F1A457A	0.6447880761957512
0B0C6669	0205A1DB	1.0
03ADB084	0286B9E2	1.0
0A131139	0322F3B2	1.0
00BCA1E4	084E584F	1.0
02C245C8	0271BC14	0.5142485754262757
05B7905D	0271BC14	0.6889671691629822
0A9CF9D4	0271BC14	0.5244405435685513
06E2F687	04F6CF02	0.5
0791E35B	0271BC14	0.5
002EE408	0286B9E2	0.5336680744584735
09ED0C76	0322F3B2	1.0
05BB12AE	0286B9E2	0.5585362541035784
051E7FE0	064E5072	0.5
0BE7E5F9	0271BC14	0.4169575845595428
019A1BF2	0271BC14	1.0
09C96AE4	0A337B72	0.5
00B9F410	0BE20181	1.0
00C8B37F	05F3F881	1.0
0C11169E	0A00C4B8	1.0
074488F8	05424A12	0.7386311144515353
06A9E519	08DDF80C	1.0
01EE869D	0271BC14	0.7013566596243279
0B4234C2	0271BC14	1.0
096C5E0C	01E7DD16	1.0
0ADE3B2D	0271BC14	1.0
025D8F27	0205A1DB	1.0
0657FEDC	01E7DD16	1.0
05DF6545	0636FF17	1.0
025AB69E	01E7DD16	0.7071772572323114
033C4F4A	0BE20181	1.0
074478E3	0271BC14	0.5244413872292967
06CB2518	0026836A	0.625656861905214
0696FEF0	0636FF17	1.0
01A77E05	03E38E86	0.2968017906751034
05605559	0724DFBA	0.6024364407409971
031FE2B9	0162605E	1.0
0513E1FC	02005B3E	1.0
091AFAE5	0205A1DB	0.5666924721091494
0B729F13	0205A1DB	0.28459827205816124
062324DC	08015A44	0.4888409801950624
0240F2EA	0205A1DB	1.0
0828F5AD	0205A1DB	0.7117208462350071
01919E09	04984686	1.0
05BDEFC9	0205A1DB	0.4098533600412444
