MOBICOM 1.000000    0.000000    0.366667
TMC 1.000000    0.644833    0.000000
INFOCOM    0.616833    1.000000    0.000000
TON 0.000000    1.000000    0.663167
SIGCOMM 0.000000    0.651333    1.000000
JSAC 0.892500    0.000000    1.000000
