IJCV    1.000000	0.000000	0.366667
ICCV    1.000000    0.380000    0.000000
NIPS    1.000000    0.775833    0.000000
JMLR  0.750666    1.000000    0.000000
ICML    0.291333    1.000000    0.000000
ACL    0.000000    1.000000    0.663167
AAAI   0.000000    0.920000    1.000000
AI    0.000000    0.484500    1.000000
IJCAI    0.707833    0.000000    1.000000
CVPR 1.000000    0.000000    0.747833
